.5 2.8 8.6
1.7 5.2 8.0
5.3 2.2 9.0
.5 2.2 8.4
.5 1.0 9.3
4.1 2.2 8.9
2.9 5.2 8.9
1.7 1.6 8.1
.5 1.6 8.3
5.3 4.0 9.2
